代码	名称			板块	上市日		询价区间	一手资金	一手中签率	发行价		发行市盈率	绿鞋/公开	可比公司		超购倍数	募资总额	暗盘涨幅	首日涨幅	开盘	最高	最低	收盘	承销商
01620	加达控股		主板	2018/06/28	0.335-0.425	4250		40.07%		0.360		15-19		30.00%		纵横游			192.90		1.1			16.70%		-1.39%		0.430	0.450	0.350	0.355	力高企业
01587	欣融国际		主板	2018/06/27	0.75		3000		50.00%		0.750		15.3		-			天喔国际		90.39		1.275		-6.70%		-22.67%		0.670	0.710	0.580	0.580	信达国际
01916	江西银行		主板	2018/06/26	5.94-6.66	3330		100.00%		6.390		9.6-10.8	679.00%		重庆银行		0.29		72.6		-6.10%		0.31%		6.390	6.480	6.390	6.410	建银国际/中信里昂
01749	杉杉品牌		主板	2018/06/27	3.28-4.91	4910		27.00%		3.780		7.9-11.9	-			卡宾			149.24		1.26		14.00%		-7.67%		4.510	4.830	3.380	3.490	东兴证券
08146	怡园酒业		创业板	2018/06/27	0.3-0.4		4000		70.00%		0.350		176-235		-			王朝酒业		128.80		0.7			15.70%		48.57%		0.430	0.600	0.385	0.520	西证国际
02003	维信金科		主板	2018/06/21	20-23		4600		100.00%		20.000		27.8-31.9	147.00%		趣店			9.36		13.7		1.00%		2.25%		20.000	21.000	18.800	20.450	瑞信/高盛/摩根大通
01806	汇付天下		主板	2018/06/15	6.5-8.5		3400		70.01%		7.500		48-63		150.00%		中国支付通		9.69		16.88		-8.13%		-11.73%		6.980	6.980	6.220	6.620	中信里昂/摩根大通
08357	REPUBLIC HC		创业板	2018/06/15	0.5-0.6		3000		3.32%		0.600		22-26		-			盈健医疗		150.69		0.78		6.66%		31.67%		0.650	0.930	0.650	0.790	天泰金融
08403	天平道合		创业板	2018/06/12	0.12-0.16	3200		50.01%		0.145		-			-			Mega Expo		116.55		0.7			2.07%		-4.83%		0.147	0.151	0.134	0.138	Raffaello
01757	俊裕地基		主板	2018/06/07	0.3-0.34	3400		30.00%		0.340		14-16		-			永勤集团		453.84		1.02		7.35%		5.88%		0.355	0.390	0.345	0.360	德健融资
01451	万成集团		主板	2018/06/01	1.2-1.36	2720		40.01%		1.370		14-15		-			彩星玩具		614.03		0.67		38.06%		2.99%		1.830	1.840	1.360	1.380	第一上海
06119	天源集团		主板	2018/06/01	0.84-1		3000		70.01%		0.850		21-25		-			大连港			16.88		1.27		-9.41%		-11.76%		0.780	0.860	0.700	0.750	Raffaello
08545	佰悦集团		创业板	2018/05/31	0.25-0.35	2800		9.00%		0.350		22-31		-			彩星玩具		42.85		0.875		5.71%		14.29%		0.390	0.425	0.360	0.400	Amcap
08490	骏码科技		创业板	2018/05/30	0.42-0.58	2900		40.00%		0.580		22.5-31		30.00%		高萌科技		117.51		0.98		15.52%		3.45%		0.630	0.740	0.600	0.600	南华金融
01978	叙福楼			主板	2018/05/30	1-1.3		2600		55.00%		1.100		33-43		-			尝高美			979.10		2.2			100.00%		40.00%		1.980	2.120	1.410	1.540	光大证券
01598	21世纪教育		主板	2018/05/29	0.79-1.13	3390		60.00%		1.130		16.8-24		20.00%		民生教育		108.60		4.07		20.35%		51.34%		1.560	1.910	1.520	1.710	中信建投
08536	TL NATURAL		创业板	2018/05/18	0.4-0.48	4800		40.01%		0.480		-			-			新海能源		276.03		0.6			16.70%		2.08%		0.530	0.590	0.490	0.490	智富
08105	皇岦			创业板	2018/05/16	0.4-0.5		2500		100.00%		0.400		14.49-18.12	-			枫叶教育		35.38		0.8			14.00%		21.25%		0.470	0.510	0.430	0.485	光大证券
08521	智纺国际		创业板	2018/05/16	0.5-0.6		3000		100.00%		0.580		11.9-14.3	-			新达控股		21.26		0.7			8.60%		12.07%		0.550	0.680	0.540	0.650	耀盛资本
02119	捷荣国际		主板	2018/05/11	1.5-2.19	4380		15.00%		1.980		14.2-20.7	30.00%		英记茶庄		162.94		4.74		8.59%		19.70%		2.160	2.720	2.060	2.370	中银国际
08391	精雅印刷		创业板	2018/05/11	0.6			2400		100.00%		0.600		139			-			万里印刷		7.94		0.66		16.67%		5.00%		0.750	0.790	0.620	0.630	建泉融资
01742	HPC				主板	2018/05/11	0.4-0.48	2400		100.00%		0.450		3.96-4.75	-			德益控股		53.20		1.75		-5.56%		-10.00%		0.400	0.435	0.395	0.405	交银国际
01750	全达电器		主板	2018/05/11	0.3-0.38	3800		100.00%		0.300		34-44		-			泰坦能源		23.40		1.35		1.67%		3.33%		0.305	0.340	0.280	0.310	Amcap
01752	澳洲成峰		主板	2018/05/11	0.27-0.37	3700		100.00%		0.330		24.77-33.95	40.00%		新华教育		16.94		2.08		3.03%		19.70%		0.335	0.480	0.335	0.395	银河国际
01833	平安好医生		主板	2018/05/04	50.8-54.8	5480		60.00%		54.800		-			60.00%		希玛眼科		654.00		88			13.00%		0.00%		57.300	58.700	54.800	54.800	花旗/摩根大通
08107	威诚国际		创业板	2018/05/04	0.2-0.24	2400		80.00%		0.225		8.9-10.68	-			爱世纪			32.20		0.55		2.00%		77.78%		0.260	0.510	0.250	0.400	智富
08527	聚利宝			创业板	2018/05/09	0.5-0.6		3000		70.00%		0.500		-			-			尝高美			10.80		0.625		44.00%		100.00%		0.900	1.220	0.710	1.000	大有融资
01671	天保能源		主板	2018/04/27	1.74-1.9	3800		20.01%		1.900		7.13-7.79	30.00%		大唐发电		1593.15		0.73		9.47%		-5.79%		2.100	2.240	1.760	1.790	东方证券
08151	宝申控股		创业板	2018/04/23	0.48-0.52	2600		60.01%		0.480		39-42		-			汇银家电		321.64		0.5			-4.17%		6.25%		0.450	0.530	0.435	0.510	信达国际
08511	ZC TECH			创业板	2018/04/20	0.55-0.85	3400		50.00%		0.650		12.7-19.7	-			天宝集团		70.07		0.65		-3.08%		-23.85%		0.610	0.650	0.490	0.495	Raffaello
08447	MS CONCEPT		创业板	2018/04/16	0.23-0.27	2700		60.36%		0.270		20-24		-			尝高美			26.88		0.675		3.70%		1.85%		0.250	0.285	0.249	0.275	同人融资
08507	爱世纪			创业板	2018/04/16	0.5-0.6		2400		100.00%		0.580		13.77-16.5	-			晶苑国际		19.90		0.7			0.00%		-15.52%		0.500	0.590	0.485	0.490	大有融资
01726	HKE				主板	2018/04/18	0.45-0.55	2750		20.00%		0.550		11.4-14		-			创业集团		789.00		1.1			27.00%		1.82%		0.700	0.710	0.530	0.560	德健融资
08451	日光控股		创业板	2018/04/16	0.25-0.3	3000		61.80%		0.275		45-55		-			长港敦信		84.66		0.55		20.00%		3.64%		0.255	0.310	0.255	0.285	智富
08241	英记茶庄		创业板	2018/04/16	0.48-0.54	2700		10.01%		0.540		14-16		-			宾仕国际		677.00		0.48		90.70%		33.33%		1.200	1.220	0.670	0.720	凯基金融
01735	泓盈控股		主板	2018/03/29	1.5			3000		50.01%		1.500		14.7		-			永勤集团		743.86		0.99		36.00%		0.67%		1.900	1.950	1.410	1.510	德健融资
08372	君百延			创业板	2018/03/29	0.3-0.35	3500		35.06%		0.335		20-23		-			永胜医疗		253.00		0.57		32.80%		19.40%		0.415	0.430	0.300	0.400	国泰君安
02116	江苏创新		主板	2018/03/28	1-1.25		2500		40.00%		1.250		11.60-14.5	-			天洁环境		226.42		1.5			2.40%		-2.40%		1.260	1.290	1.130	1.220	东方证券
01716	毛记葵涌		主板	2018/03/28	1-1.2		2400		0.80%		1.200		7.5-8.96	-			电视广播		6289.00		0.81		575.00%		431.67%		8.400	11.760	5.610	6.380	长雄证券
08401	源想集团		创业板	2018/03/28	1-1.3		2600		30.01%		1.050		16-21		-			电视广播		204.74		0.525		13.33%		-15.24%		1.130	1.250	0.860	0.890	智富
02779	新华教育		主板	2018/03/26	2.83-3.69	3690		70.00%		3.260		21-27		50.00%		中教控股		31.77		13.04		-6.44%		0.00%		3.090	3.470	3.030	3.260	麦格理
08448	环球印馆		创业板	2018/03/28	0.2-0.24	4800		30.00%		0.230		52-63		-			钜京控股		307.60		0.52		60.87%		-0.43%		0.395	0.420	0.227	0.229	BALLAS
08168	宝积资本		创业板	2018/03/22	0.2-0.32	3200		100.00%		0.240		27-44		-			云锋金融		95.88		0.6			33.33%		12.50%		0.340	0.420	0.260	0.270	新百利
02377	博奇环保		主板	2018/03/16	2.4-3.6		3600		80.00%		2.400		12.9-19.35	-			国电科环		4.60		9.08		3.33%		-0.83%		2.500	2.540	2.210	2.380	招银国际
02363	通达宏泰		主板	2018/03/16	2.3			5750		20.00%		2.300		18			-			富智康			275.30		0.87		7.00%		4.35%		2.450	3.040	2.380	2.400	大有融资
06036	光丽科技		主板	2018/03/16	0.4-0.58	2900		30.18%		0.500		10-14.6		-			致丰工业		259.00		1.25		50.00%		80.00%		0.770	1.190	0.760	0.900	丰盛融资
01737	亚洲实业		主板	2018/03/14	0.3-0.5		5000		38.01%		0.480		6.52-10.86	-			先达国际		79.96		1.2			10.00%		10.42%		0.520	0.600	0.490	0.530	富比资本
01815	金猫银猫		主板	2018/03/13	2.28-3.28	3280		70.01%		2.380		38.6-56		6.90%		周大福			5.60		4.62		3.80%		0.42%		2.440	2.500	2.380	2.390	招商证券
01705	宾仕国际		主板	2018/03/14	0.8-1		4000		3.01%		1.000		11.32-14.15	-			鸿福堂			2600.00		1			127.00%		298.00%		2.750	4.050	2.650	3.980	力高企业
01621	域高国际		主板	2018/03/05	0.3-0.5		4000		35.00%		0.350		14.28-23.8	-			新海能源		46.18		0.85		24.29%		10.00%		0.435	0.465	0.375	0.385	新华汇富
08483	名仕快相		创业板	2018/02/28	0.3-0.35	2800		100.00%		0.310		40-47		-			AV策略			34.00		0.62		12.90%		16.13%		0.335	0.395	0.315	0.360	南华金融
02182	天长集团		主板	2018/03/08	0.65-0.75	3000		30.05%		0.710		11.8-13.6	-			东江集团		577.70		1.09		29.60%		2.82%		0.900	0.950	0.720	0.730	创升
01933	元力控股		主板	2018/03/02	0.72-0.96	3840		3.01%		0.950		12.2-16.3	-			瑞斯康			258.64		0.91		40.00%		61.05%		1.300	1.780	1.250	1.530	络绎资本
08526	荣丰集团		创业板	2018/02/27	0.38-0.42	4200		80.01%		0.380		14-15.6		-			潪?发展		23.70		0.55		17.11%		2.63%		0.425	0.440	0.390	0.390	天财资本
08367	倩碧控股		创业板	2018/02/26	0.27-0.33	3300		40.08%		0.275		29-36		-			尝高美			13.79		0.55		49.00%		0.00%		0.450	0.480	0.265	0.275	域高融资
01183	澳能建设		主板	2018/02/13	1-1.25		2500		60.02%		1.250		18-22.7		30.00%		濠亮环球		160.80		3.75		-12.80%		9.60%		1.160	1.440	1.080	1.370	创升
08532	宝发控股		创业板	2018/02/23	0.25-0.35	2800		70.01%		0.280		27.85-39	-			双运控股		24.33		0.56		37.50%		46.43%		0.400	0.450	0.355	0.410	耀盛资本
08040	DCB控股			创业板	2018/02/14	0.625-0.875	4375		50.01%		0.750		14.8-20.7	-			礼建德			31.93		0.6			6.67%		2.67%		0.770	0.850	0.710	0.770	铠盛资本
08510	Top Standard	创业板	2018/02/13	0.35-0.4	3200		100.00%		0.350		38-43		-			尝高美			16.11		0.7			-2.86%		-5.71%		0.300	0.330	0.265	0.330	创侨国际
08523	常满控股		创业板	2018/02/12	0.4-0.5		2500		60.00%		0.500		16.42-20.5	-			东盈控股		3.27		0.5			-20.00%		-20.00%		0.800	0.800	0.380	0.400	络绎资本
08535	萤德控股		创业板	2018/02/12	0.17-0.23	4600		20.04%		0.170		13.6-18.4	-			顺兴集团		33.80		0.51		-10.59%		-20.00%		0.150	0.152	0.130	0.136	新华汇富
08379	汇安智能		创业板	2018/02/14	0.27-0.35	3500		40.00%		0.350		16.46-21.34	-			艾伯科技		93.69		0.7			28.57%		2.86%		0.455	0.520	0.355	0.360	丰盛融资
01729	汇聚科技		主板	2018/02/13	0.25-0.5	4000		60.01%		0.500		5.7-11.36	-			ATLINKS			268.40		2.3			-13.00%		-15.00%		0.430	0.475	0.425	0.425	富比资本
08522	德益控股		创业板	2018/02/13	0.6-0.8		3200		60.05%		0.800		9.52-12.7	-			龙昇集团		35.42		0.74		-16.25%		1.25%		0.650	0.920	0.630	0.810	创升
08473	弥明百货		创业板	2018/02/12	0.22-0.27	2700		50.01%		0.270		25.67-31.5	-			莎莎国际		136.51		0.76		1.85%		3.70%		0.265	0.300	0.238	0.280	金利丰
03319	雅生活			主板	2018/02/09	10.8-14.2	3550		100.00%		12.300		68-90		50.00%		彩生活			19.00		41			-11.55%		-23.09%		9.000	10.000	8.980	9.460	汇丰/华泰国际
08519	佳民集团		创业板	2018/02/08	0.3			3000		80.01%		0.300		-			-			尝高美			84.67		0.645		0.00%		-15.00%		0.300	0.355	0.226	0.255	创升
06829	龙昇集团		主板	2018/02/08	0.3-0.4		4000		10.06%		0.400		7.6-10.14	-			永勤集团		1680.00		1.2			21.25%		3.75%		0.480	0.495	0.410	0.415	德健融资
08450	钜京控股		创业板	2018/02/02	0.2-0.24	2400		40.00%		0.220		19.57-23.5	-			竣球控股		333.90		0.55		84.00%		15.91%		0.540	0.580	0.230	0.255	智富
01711	欧化国际		主板	2018/01/29	0.38-0.62	6200		10.00%		0.560		10-16		-			齐家控股		1639.00		1.12		91.00%		185.71%		1.540	2.000	1.220	1.600	英皇融资/八方金融
08456	民信国际		创业板	2018/01/26	0.62-0.78	3120		16.52%		0.700		23.8-30		-			晶苑国际		18.60		0.7			14.29%		17.14%		0.910	1.180	0.800	0.820	同人融资
08395	齐家控股		创业板	2018/01/25	0.13-0.17	3400		70.01%		0.156		-			-			国际家居		27.64		0.61		8.97%		19.23%		0.157	0.243	0.157	0.186	泛海融资
08136	英马斯			创业板	2018/01/25	0.2-0.4		4000		28.01%		0.250		12-24		-			潪?发展		13.96		0.625		108.00%		100.00%		0.355	0.830	0.355	0.500	新华汇富
02683	华新手袋		主板	2018/01/22	1-1.38		2760		80.01%		1.180		7.3-10		17.00%		森浩集团		239.00		1.18		13.56%		2.54%		1.350	1.450	1.180	1.210	星展亚洲
08043	ATLINKS			创业板	2018/01/19	0.5-0.9		4500		30.01%		0.500		15.4-27.7	-			TCL多媒体		10.40		0.5			82.00%		140.00%		1.000	1.990	0.770	1.200	力高企业
02139	甘肃银行		主板	2018/01/18	2.61-2.77	2770		100.00%		2.690		11.4-12.1	150.00%		重庆银行		0.61		59.5		2.60%		7.06%		2.830	2.940	2.720	2.880	招银国际/建银国际/华泰国际/国泰君安/中银国际
01665	槟杰科达		主板	2018/01/19	0.9-1.1		4400		15.02%		1.000		22-27		-			深南电路		8.63		4.34		4.00%		-2.00%		1.170	1.400	0.970	0.980	浩德融资
03699	光大永年		主板	2018/01/16	1.3-1.49	2980		80.21%		1.410		15-17.7		50.00%		SOHO中国		30.00		1.55		2.13%		0.00%		1.410	1.480	1.370	1.410	光大证券/农银国际
03309	希玛眼科		主板	2018/01/15	2.35-2.9	5800		8.00%		2.900		54-67		30.00%		爱尔眼科		1568.30		5.7			71.00%		76.21%		5.350	5.840	5.050	5.110	招商证券
08371	尝高美			创业板	2018/01/17	0.86-1.09	4360		100.00%		0.920		24-30		-			高门集团		12.33		0.92		-7.60%		-8.70%		0.790	0.900	0.790	0.840	东兴证券
08513	迎宏控股		创业板	2018/01/19	0.6-0.7		2800		75.00%		0.650		24-28		-			永胜医疗		17.47		0.65		38.46%		4.62%		1.250	1.300	0.660	0.680	富强金融
06182	乙德投资		主板	2018/01/17	0.52-0.68	5440		40.01%		0.650		15-19		-			信越控股		51.51		1.3			20.00%		3.08%		0.800	0.830	0.660	0.670	丰盛融资
08479	金泰丰			创业板	2018/01/17	0.5			2000		100.00%		0.500		9.4			-			新海能源		13.00		0.525		8.00%		24.00%		0.500	0.840	0.500	0.620	新华汇富
08285	森浩集团		创业板	2018/01/16	0.43		2150		100.00%		0.430		32			-			米兰站			251.00		0.602		58.14%		1.16%		0.700	0.700	0.430	0.435	新华汇富
08487	ISP				创业板	2018/01/16	0.3-0.4		4000		8.80%		0.350		30-40		-			致丰工业		10.00		0.7			14.29%		99.99%		0.400	0.790	0.370	0.780	新华汇富
08493	龙皇集团		创业板	2018/01/16	0.18-0.26	3120		35.00%		0.210		230-333		-			高门集团		10.84		0.76		4.29%		1.90%		0.219	0.260	0.200	0.214	富比资本
08350	骏溢环球		创业板	2018/01/12	0.375-0.425	3400		30.01%		0.400		25-29		-			弘业期货		9.08		0.8			5.00%		3.75%		0.440	0.460	0.405	0.415	同人融资
08509	威扬酒业		创业板	2018/01/12	0.55-0.75	3000		20.00%		0.750		23-32		-			天喔国际		13.50		0.9			13.33%		6.67%		0.940	0.950	0.770	0.800	创升
08287	ZIONCOM			创业板	2018/01/18	0.28-0.52	5200		40.01%		0.430		13.3-24.8	-			中兴通讯		14.04		0.85		12.79%		-12.79%		0.465	0.560	0.375	0.375	力高企业
02292	晋安实业		主板	2018/01/16	1-1.24		2480		100.00%		1.240		3-3.72		-			SOHO中国		23.55		2.23		-1.61%		5.65%		1.240	1.390	1.230	1.310	凯基金融
06158	正荣地产		主板	2018/01/16	3.4-4.08	4080		100.00%		3.990		9.65-11.6	150.00%		龙光地产		1.79		39.9		-1.75%		0.25%		3.990	4.060	3.990	4.000	建银国际
08313	杰地集团		创业板	2018/01/16	0.26-0.33	3300		25.00%		0.320		16-20.6		-			LHN				6.79		1.6			1.56%		1.56%		0.330	0.355	0.320	0.325	光大证券/创升
02448	恒宇集团		主板	2018/01/16	1-1.4		3500		100.00%		1.200		11-15		-			建鹏控股		15.21		2.28		-8.33%		-17.50%		1.090	1.110	0.930	0.990	创侨国际
08506	中国福纺		创业板	2018/01/04	0.18-0.28	3360		100.00%		0.220		14-22		-			飞霓控股		114.04		0.66		-6.80%		-14.55%		0.209	0.216	0.186	0.188	安信国际
02025	瑞丰动力		主板	2018/01/05	1.6-1.68	3360		60.50%		1.680		11.6-12.19	-			新晨动力		17.00		3.36		3.57%		1.19%		1.740	1.810	1.560	1.700	国泰君安
03738	阜博集团		主板	2018/01/04	2.5-3.7		3700		30.01%		2.580		47-70		150.00%		捷成集团		4.97		2.064		21.70%		20.16%		3.480	4.200	3.040	3.100	中信证券
08501	庄皇集团		创业板	2018/01/04	1.56-2.04	4080		40.35%		1.560		13-17		-			承达集团		7.56		0.78		0.60%		9.62%		1.600	2.120	1.560	1.710	光大证券
01730	LHN				主板	2017/12/29	1.9-2.36	4720		100.00%		1.900		8.7-10.8	-			方圆房服		4.93		0.798		28.95%		71.05%		2.430	3.500	2.220	3.250	富强金融
02708	艾伯科技		主板	2017/12/28	1.5-1.8		3600		30.00%		1.500		17-21		-			远望谷			13.90		1.5			20.67%		44.00%		2.100	2.520	1.960	2.160	创升
00784	凌锐控股		主板	2017/12/28	0.45-0.55	5500		60.07%		0.500		13-15.7		-			守益控股		22.40		1			38.00%		0.00%		0.620	0.650	0.500	0.500	富比资本
08422	WT集团			创业板	2017/12/28	0.22-0.26	2600		48.03%		0.220		23-27		-			守益控股		10.04		0.55		15.90%		27.27%		0.235	0.340	0.235	0.280	天泰金融
08485	竣球控股		创业板	2017/12/28	0.24-0.28	2800		50.00%		0.250		22-26		-			万里印刷		8.44		0.625		42.00%		28.00%		0.360	0.360	0.295	0.320	红日资本
03878	VICON			主板	2017/12/22	1-1.2		2400		80.02%		1.200		13-15.9		-			守益控股		38.25		1.2			12.50%		5.00%		1.240	1.440	1.200	1.260	创升
08419	AV策划			创业板	2017/12/21	0.4-0.6		3000		100.00%		0.550		25-38		-			ECI				21.00		0.55		7.27%		9.09%		0.590	0.650	0.560	0.600	铠盛资本
01789	爱康医疗		主板	2017/12/20	1.66-2.00	4000		60.00%		1.750		18-22		50.00%		微创医疗		20.49		4.375		0.00%		50.86%		1.750	2.670	1.750	2.640	高盛
00839	中教控股		主板	2017/12/15	5.86-7.02	7020		50.02%		6.450		24-29		150.00%		新高教集团		3.01		32.25		-3.10%		-1.86%		6.350	6.470	6.240	6.330	法巴
01727	河北建设		主板	2017/12/15	4.46-5.36	2680		100.00%		4.460		8.6-10.3	152.00%		宝业集团		0.99		19.31		-4.71%		0.00%		4.460	4.490	4.460	4.460	中金/招银国际
02022	游莱互动		主板	2017/12/15	0.63-0.85	3400		70.15%		0.630		23-31		-			云游控股		7.91		3.15		4.76%		7.94%		0.670	0.710	0.650	0.680	中信建投
08377	申酉控股		创业板	2017/12/15	0.25-0.375	3750		40.00%		0.375		-			-			明梁控股		29.43		0.75		1.33%		4.00%		0.375	0.400	0.375	0.390	华邦融资
01722	建鹏控股		主板	2017/12/15	0.4-0.6		6000		25.00%		0.480		16-24		-			永勤集团		39.77		1.2			-6.25%		-15.62%		0.420	0.460	0.400	0.405	红日资本
08385	万里印刷		创业板	2017/12/13	0.25-0.35	3500		50.01%		0.350		15-22		-			新兴印刷		37.87		0.7			0.00%		4.29%		0.380	0.415	0.360	0.365	新华汇富
06090	胜捷企业		主板	2017/12/12	3-3.3		3300		80.00%		3.180		15-16		-			Kakiko			17.76		1.1448		1.57%		1.89%		3.230	3.330	3.180	3.240	建泉融资
01475	日清食品		主板	2017/12/11	3.45-4.21	4210		100.00%		3.540		40-49		50.00%		康师傅			32.65		9.49		-6.22%		-4.80%		3.200	3.430	3.100	3.370	野村证券
01417	浦江中国		主板	2017/12/11	1.43-2.14	4280		30.01%		1.550		15-23		30.00%		方圆房服		209.19		1.55		2.58%		3.23%		1.550	1.630	1.500	1.600	兴证国际
02227	守益控股		主板	2017/12/11	0.75-0.85	3400		60.00%		0.850		9.4-10.7	-			SHIS			111.90		1.785		-15.29%		-18.82%		0.690	0.740	0.630	0.690	浩德融资
01697	山东国信		主板	2017/12/08	4.46-5.43	5430		100.00%		4.560		12-15		150.00%		安信信托		1.06		29.5		-9.40%		-3.07%		4.560	4.560	4.350	4.420	建银国际/交银国际/海通国际
08429	冰雪集团		创业板	2017/12/08	0.48-0.6	3000		70.02%		0.550		25-31		-			新兴印刷		45.00		0.66		3.60%		3.64%		0.570	0.660	0.560	0.570	实德新源
08406	合宝丰年		创业板	2017/12/07	0.2-0.35	3500		50.00%		0.315		14-25		-			荣威国际		42.60		0.63		1.59%		31.75%		0.315	0.480	0.310	0.415	富比资本
08495	1957 & CO.		创业板	2017/12/05	0.625-0.875	3500		30.00%		0.630		558-781		-			翠华控股		364.50		0.5			9.50%		-12.70%		0.680	0.700	0.540	0.550	铠盛资本
01710	致丰工业		主板	2017/11/23	0.52-0.72	2880		30.00%		0.620		7-10		-			威灵控股		592.97		1.55		10.00%		12.90%		0.680	0.800	0.640	0.700	铠盛资本
08402	GT STEEL		创业板	2017/11/17	0.5-0.7		4200		21.62%		0.540		13-18		-			SHIS			115.00		0.64		22.00%		-5.56%		0.680	0.680	0.500	0.510	域高融资
02858	易鑫集团		主板	2017/11/16	6.6-7.7		3850		10.00%		7.700		45-52		43.00%		中升控股		560.00		67.65		42.00%		5.45%		9.500	10.180	8.100	8.120	花旗/瑞信
03358	荣威国际		主板	2017/11/16	4.38-5.8	2900		60.00%		4.380		13.9-18.4	150.00%		Speedo			6.68		11.59		-4.00%		-24.20%		3.250	3.740	3.100	3.320	大摩
01975	新兴印刷		主板	2017/11/16	1.05-1.45	5800		20.01%		1.380		15-21		-			汇星印刷		44.00		1.65		9.00%		0.73%		1.420	1.450	1.230	1.390	新华汇富
01337	雷蛇			主板	2017/11/13	2.93-4		4000		50.00%		3.880		-			30.00%		美图公司		291.24		41.24		20.00%		18.04%		5.120	5.490	4.560	4.580	瑞信/瑞银
08376	方圆房服		创业板	2017/11/15	0.55-0.8	3200		60.01%		0.790		12-17		-			美联集团		22.33		0.79		22.00%		6.33%		0.950	0.950	0.810	0.840	Raffaello
08118	濠亮环球		创业板	2017/11/16	0.3-0.5		4000		50.01%		0.300		9.33-15.6	-			雷士照明		5.85		0.6			40.00%		100.00%		0.435	0.650	0.400	0.600	Amcap
08373	靛蓝星			创业板	2017/11/16	0.6-0.8		4000		85.07%		0.600		14-19		-			璋利国际		1.60		0.6			8.00%		46.67%		0.640	0.970	0.610	0.880	国泰君安
01706	双运控股		主板	2017/11/15	0.4-0.56	2800		70.09%		0.560		9.5-13.4	-			SHIS			15.19		1.4			44.00%		50.00%		0.800	0.920	0.710	0.840	德健融资
08400	先锋娱乐		创业板	2017/11/15	0.24-0.36	3600		37.83%		0.280		25-37		-			新濠环彩		12.90		0.7			77.00%		10.71%		0.510	0.550	0.300	0.310	西证国际
08375	弘浩国际		创业板	2017/11/13	0.25-0.3	3000		30.01%		0.300		22-26		-			中铝矿业		9.86		0.6			67.00%		93.33%		0.530	0.800	0.530	0.580	域高融资
02122	凯知乐			主板	2017/11/10	1.5-2.2		4400		5.06%		1.550		13-20		150.00%		童园国际		11.30		3.1			24.00%		-3.87%		1.800	1.820	1.470	1.490	海通国际
08426	雅居投资		创业板	2017/11/10	0.3-0.38	3800		25.05%		0.300		18-22.8		-			彩生活			9.45		0.6			30.00%		5.00%		0.385	0.435	0.300	0.315	BALLAS
01720	普天通信		主板	2017/11/09	0.51-0.95	3800		7.51%		0.660		9-16.8		-			中国光纤		9.86		1.815		95.00%		99.99%		1.380	1.800	1.280	1.460	浦银国际
00772	阅文集团		主板	2017/11/08	48-55		11000		7.72%		55.000		87-100		45.00%		掌阅科技		625.95		83.25		63.00%		86.18%		90.000	110.000	90.000	102.400	大摩/美银/瑞信
02232	晶苑国际		主板	2017/11/03	7.3-8.8		4400		100.00%		7.500		21.5-26		150.00%		申洲国际		9.38		38.2		4.70%		5.20%		7.880	8.170	7.800	7.890	大摩/汇丰
08436	德宝集团		创业板	2017/10/27	0.65-0.69	3450		60.00%		0.690		19-20		-			华熙生物		430.49		0.69		5.80%		-10.14%		0.700	0.720	0.600	0.620	力高企业
08430	春能控股		创业板	2017/10/18	0.4-0.6		3000		100.00%		0.440		13.3-20		-			骏高控股		20.00		0.704		13.64%		2.27%		0.490	0.490	0.445	0.450	域高融资
02225	Kakiko			主板	2017/10/17	0.52		2600		75.01%		0.520		16.9		-			桥英控股		169.41		1.599		7.69%		5.77%		0.550	0.610	0.530	0.550	德健融资
06080	荣智控股		主板	2017/10/20	0.38-0.52	3120		50.01%		0.520		14.7-20		30.00%		高丰集团		307.50		1.17		3.85%		0.00%		0.550	0.580	0.520	0.520	德健融资
08470	莹岚集团		创业板	2017/10/25	0.33-0.47	3760		60.00%		0.460		16.1-23		-			中国消防		44.56		0.69		2.17%		0.00%		0.480	0.490	0.450	0.460	创侨国际
08476	大洋环球		创业板	2017/10/19	1.08-1.28	2560		100.00%		1.220		17.5-20.7	-			亚洲杂货		24.50		0.854		8.20%		0.82%		1.320	1.340	1.180	1.230	创升
02337	众诚能源		主板	2017/10/16	2.18-2.78	2780		100.00%		2.680		12.5-16		-			新海能源		58.63		1.57		2.99%		13.43%		2.680	3.120	2.680	3.040	广发证券
08457	健升物流		创业板	2017/10/18	0.25-0.35	3500		50.00%		0.300		12-16.9		-			骏高控股		247.00		0.6			21.67%		26.67%		0.370	0.425	0.360	0.380	创侨国际
08065	高萌科技		创业板	2017/10/16	0.48-0.72	3000		10.01%		0.600		14.4-21.7	-			怡康泰			1068.00		0.6			71.67%		45.00%		0.990	1.020	0.810	0.870	新华汇富
08392	舍图控股		创业板	2017/10/16	0.2-0.24	2200		100.00%		0.220		19.4-23.3	-			敏华控股		82.28		0.55		22.73%		11.36%		0.237	0.285	0.237	0.245	耀盛资本
08480	飞霓控股		创业板	2017/10/16	0.5			2000		100.00%		0.500		20			-			尚捷集团		161.60		0.63		18.00%		28.00%		0.600	0.720	0.580	0.640	申万宏源
08437	德斯控股		创业板	2017/10/13	0.4-0.48	3840		50.00%		0.480		15.5-18.6	-			华润凤凰		43.63		0.72		16.67%		41.67%		0.570	0.690	0.520	0.680	络绎资本
